borough,geo_place_name,zip_code,time_period,pm25,no2,ozone,aqi,purpleair_pm25,truck_vmt,asthma_er_rate,cardiovascular_hosp_rate,respiratory_hosp_rate,pm25_deaths,asthma_ed_rate,cardiovascular_ed_rate,respiratory_ed_rate,population
Brooklyn,Sunset Park,,2024,7.064574062,16.09614633,32.59966492,,,,42.24884717,,,,,,,
Bronx,Belmont and East Tremont (CD6),,2005,,,,,,4.663124,16.530901234,,,,,,,
Bronx,Belmont and East Tremont (CD6),,2009,11.46,27.13,23.67,,,,16.530901234,,,,,,,
Bronx,Belmont and East Tremont (CD6),,2010,10.67,24.44,32.07,,,8.494052,16.530901234,,,,,,,
Bronx,Belmont and East Tremont (CD6),,2011,11.18,24.81,31.89,,,,16.530901234,,,,,,,
Bronx,Belmont and East Tremont (CD6),,2012,9.93,22.81,33.75,,,,16.530901234,,,,,,,
Bronx,Belmont and East Tremont (CD6),,2013,9.46,21.92,30.47,,,,16.530901234,,,,,,,
Bronx,Belmont and East Tremont (CD6),,2014,9.56,21.36,30.34,,,,16.530901234,,,,,,,
Bronx,Belmont and East Tremont (CD6),,2015,9.45,21.41,29.8,,,,16.530901234,,,,,,,
Bronx,Belmont and East Tremont (CD6),,2016,7.96,19.86,32.5,,,,16.530901234,,,,,,,
Bronx,Belmont and East Tremont (CD6),,2017,7.94,20.72,28.12,,,,16.530901234,,,,,,,
Bronx,Belmont and East Tremont (CD6),,2018,7.37,19.18,30.3,,,,16.530901234,,,,,,,
Bronx,Belmont and East Tremont (CD6),,2019,7.15,17.07,29.49,,,8.876291,16.530901234,,,,,,,
Bronx,Belmont and East Tremont (CD6),,2020,6.32,18.18,30.44,,,,16.530901234,,,,,,,
Bronx,Belmont and East Tremont (CD6),,2021,6.804737138,17.35749835,29.51624125,,,,16.530901234,,,,,,,
Bronx,Belmont and East Tremont (CD6),,2022,6.308894366,16.58853866,31.87381866,,,,16.530901234,,,,,,,
Bronx,Belmont and East Tremont (CD6),,2023,7.00445686,16.59576199,32.73465101,,,,16.530901234,,,,,,,
Bronx,Belmont and East Tremont (CD6),,2024,6.625871497,15.3466762,33.19831395,,,,16.530901234,,,,,,,
Brooklyn,Borough Park,,2005,,,,,,2.673126,16.530901234,,,,,,,
Brooklyn,Borough Park,,2005-2007,,,,,,,14.7,26.8,17.2,68.2,,,,
Brooklyn,Borough Park,,2009,10.27,24.79,25.54,,,,16.530901234,,,,,,,
Brooklyn,Borough Park,,2009-2011,,,,,,,19.5,19.9,11.8,50.3,,,,
Brooklyn,Borough Park,,2010,9.61,23.43,33.38,,,1.370284,16.530901234,,,,,,,
Brooklyn,Borough Park,,2011,10.07,23.32,32.7,,,,16.530901234,,,,,,,
Brooklyn,Borough Park,,2012,8.89,20.87,33.35,,,,16.530901234,,,,,,,
Brooklyn,Borough Park,,2012-2014,,,,,,,18.65450617,13.91853033,9.06397163,42.14091277,,,,
Brooklyn,Borough Park,,2013,8.49,20.23,30.61,,,,16.530901234,,,,,,,
Brooklyn,Borough Park,,2014,8.87,20.41,30.68,,,,16.530901234,,,,,,,
Brooklyn,Borough Park,,2015,8.44,19.74,32.14,,,,16.530901234,,,,,,,
Brooklyn,Borough Park,,2015-2017,,,,,,,15.8,16.1,8.8,39.2,,,,
Brooklyn,Borough Park,,2016,7.45,18.87,33.54,,,,16.530901234,,,,,,,
Brooklyn,Borough Park,,2017,7.27,18.81,29.72,,,,16.530901234,,,,,,,
Brooklyn,Borough Park,,2017-2019,,,,,,,14.0,10.0,6.0,36.0,,,,
Brooklyn,Borough Park,,2018,6.99,18.11,30.44,,,,16.530901234,,,,,,,
Brooklyn,Borough Park,,2019,6.32,16.66,30.62,,,2.004287,16.530901234,,,,,,,
Brooklyn,Borough Park,,2020,5.94,16.0,29.38,,,,16.530901234,,,,,,,
Brooklyn,Borough Park,,2021,6.43137482,16.74140021,30.45042006,,,,16.530901234,,,,,,,
Brooklyn,Borough Park,,2022,5.665083598,14.98253169,35.18590991,,,,16.530901234,,,,,,,
Brooklyn,Borough Park,,2023,6.58301364,16.34559611,37.40360507,,,,16.530901234,,,,,,,
Brooklyn,Borough Park,,2024,6.298935226,14.45318989,33.93145841,,,,16.530901234,,,,,,,
Brooklyn,East Flatbush - Flatbush,,2005,,,,,,2.408398,97.85488156,,,,,,,
Brooklyn,East Flatbush - Flatbush,,2005-2007,,,,,,,111.9,24.0,13.3,54.9,,,,
Brooklyn,East Flatbush - Flatbush,,2009,10.47,25.14,25.47,,,,97.85488156,,,,,,,
Brooklyn,East Flatbush - Flatbush,,2009-2011,,,,,,,115.8,18.5,10.5,43.2,,,,
Brooklyn,East Flatbush - Flatbush,,2010,9.8,23.64,33.33,,,1.240533,97.85488156,,,,,,,
Brooklyn,East Flatbush - Flatbush,,2011,10.15,23.56,32.67,,,,97.85488156,,,,,,,
Brooklyn,East Flatbush - Flatbush,,2012,8.98,21.16,33.38,,,,97.85488156,,,,,,,
Brooklyn,East Flatbush - Flatbush,,2012-2014,,,,,,,102.3744078,13.42158382,10.56380587,37.27554943,,,,
Brooklyn,East Flatbush - Flatbush,,2013,8.6,20.57,30.73,,,,97.85488156,,,,,,,
Brooklyn,East Flatbush - Flatbush,,2014,8.97,20.47,30.94,,,,97.85488156,,,,,,,
Brooklyn,East Flatbush - Flatbush,,2015,8.59,19.72,32.2,,,,97.85488156,,,,,,,
Brooklyn,East Flatbush - Flatbush,,2015-2017,,,,,,,84.2,18.3,9.7,36.2,,,,
Brooklyn,East Flatbush - Flatbush,,2016,7.64,18.86,33.66,,,,97.85488156,,,,,,,
Brooklyn,East Flatbush - Flatbush,,2017,7.36,18.83,30.13,,,,97.85488156,,,,,,,
Brooklyn,East Flatbush - Flatbush,,2017-2019,,,,,,,75.0,11.0,6.0,34.0,,,,
Brooklyn,East Flatbush - Flatbush,,2018,7.04,17.9,30.95,,,,97.85488156,,,,,,,
Brooklyn,East Flatbush - Flatbush,,2019,6.31,16.27,31.43,,,1.918668,97.85488156,,,,,,,
Brooklyn,East Flatbush - Flatbush,,2020,5.97,16.07,29.46,,,,97.85488156,,,,,,,
Brooklyn,East Flatbush - Flatbush,,2021,6.436576312,16.37635707,30.87669675,,,,97.85488156,,,,,,,
Brooklyn,East Flatbush - Flatbush,,2022,5.640862065,15.01647243,34.89698884,,,,97.85488156,,,,,,,
Brooklyn,East Flatbush - Flatbush,,2023,6.575114657,16.14575343,37.25838607,,,,97.85488156,,,,,,,
Brooklyn,East Flatbush - Flatbush,,2024,6.205652316,14.38788376,34.4783078,,,,97.85488156,,,,,,,
Bronx,Kingsbridge Heights and Bedford (CD7),,2005,,,,,,3.59243,97.85488156,,,,,,,
Bronx,Kingsbridge Heights and Bedford (CD7),,2009,11.47,26.72,23.55,,,,97.85488156,,,,,,,
Bronx,Kingsbridge Heights and Bedford (CD7),,2010,10.7,23.77,31.87,,,4.619613,97.85488156,,,,,,,
Bronx,Kingsbridge Heights and Bedford (CD7),,2011,11.08,24.22,31.43,,,,97.85488156,,,,,,,
Bronx,Kingsbridge Heights and Bedford (CD7),,2012,9.82,22.46,33.53,,,,97.85488156,,,,,,,
Bronx,Kingsbridge Heights and Bedford (CD7),,2013,9.4,21.49,30.3,,,,97.85488156,,,,,,,
Bronx,Kingsbridge Heights and Bedford (CD7),,2014,9.48,20.73,30.26,,,,97.85488156,,,,,,,
Bronx,Kingsbridge Heights and Bedford (CD7),,2015,9.34,20.94,29.2,,,,97.85488156,,,,,,,
Bronx,Kingsbridge Heights and Bedford (CD7),,2016,7.78,19.15,32.46,,,,97.85488156,,,,,,,
Bronx,Kingsbridge Heights and Bedford (CD7),,2017,7.73,20.3,27.73,,,,97.85488156,,,,,,,
Bronx,Kingsbridge Heights and Bedford (CD7),,2018,7.38,18.43,30.16,,,,97.85488156,,,,,,,
Bronx,Kingsbridge Heights and Bedford (CD7),,2019,6.78,16.23,29.23,,,5.482223,97.85488156,,,,,,,
Bronx,Kingsbridge Heights and Bedford (CD7),,2020,6.05,17.86,29.81,,,,97.85488156,,,,,,,
Bronx,Kingsbridge Heights and Bedford (CD7),,2021,6.643258842,16.85715404,29.83936746,,,,97.85488156,,,,,,,
Bronx,Kingsbridge Heights and Bedford (CD7),,2022,6.170215371,15.80211389,31.51980337,,,,97.85488156,,,,,,,
Bronx,Kingsbridge Heights and Bedford (CD7),,2023,6.868584368,15.5921064,32.06602493,,,,97.85488156,,,,,,,
Bronx,Kingsbridge Heights and Bedford (CD7),,2024,6.450779462,14.62090576,33.31107745,,,,97.85488156,,,,,,,
Brooklyn,Canarsie - Flatlands,,2005,,,,,,1.194705,72.189778432,,,,,,,
Brooklyn,Canarsie - Flatlands,,2005-2007,,,,,,,91.9,25.1,15.5,61.1,,,,
Brooklyn,Canarsie - Flatlands,,2009,9.85,20.22,28.97,,,,72.189778432,,,,,,,
Brooklyn,Canarsie - Flatlands,,2009-2011,,,,,,,81.7,18.3,12.5,49.7,,,,
Brooklyn,Canarsie - Flatlands,,2010,9.12,19.1,36.12,,,0.550815,72.189778432,,,,,,,
Brooklyn,Canarsie - Flatlands,,2011,9.55,19.21,35.91,,,,72.189778432,,,,,,,
Brooklyn,Canarsie - Flatlands,,2012,8.37,17.22,36.6,,,,72.189778432,,,,,,,
Brooklyn,Canarsie - Flatlands,,2012-2014,,,,,,,70.94889216,13.05878036,11.06609873,39.48902356,,,,
Brooklyn,Canarsie - Flatlands,,2013,8.18,16.65,33.7,,,,72.189778432,,,,,,,
Brooklyn,Canarsie - Flatlands,,2014,8.48,17.0,33.25,,,,72.189778432,,,,,,,
Brooklyn,Canarsie - Flatlands,,2015,8.1,16.52,34.7,,,,72.189778432,,,,,,,
Brooklyn,Canarsie - Flatlands,,2015-2017,,,,,,,61.4,18.3,11.9,40.0,,,,
Brooklyn,Canarsie - Flatlands,,2016,7.12,15.3,35.79,,,,72.189778432,,,,,,,
Brooklyn,Canarsie - Flatlands,,2017,7.02,15.64,32.45,,,,72.189778432,,,,,,,
Brooklyn,Canarsie - Flatlands,,2017-2019,,,,,,,55.0,11.0,8.0,37.0,,,,
Brooklyn,Canarsie - Flatlands,,2018,6.7,14.48,32.96,,,,72.189778432,,,,,,,
Brooklyn,Canarsie - Flatlands,,2019,6.15,13.14,34.05,,,0.783009,72.189778432,,,,,,,
Brooklyn,Canarsie - Flatlands,,2020,5.69,13.76,30.36,,,,72.189778432,,,,,,,
Brooklyn,Canarsie - Flatlands,,2021,6.266817392,14.27868791,32.25582956,,,,72.189778432,,,,,,,
Brooklyn,Canarsie - Flatlands,,2022,5.350505083,13.42918299,36.11507607,,,,72.189778432,,,,,,,
Brooklyn,Canarsie - Flatlands,,2023,6.421526367,14.86254075,38.29501816,,,,72.189778432,,,,,,,
Brooklyn,Canarsie - Flatlands,,2024,5.825314827,12.39451621,36.20961599,,,,72.189778432,,,,,,,
Bronx,Riverdale and Fieldston (CD8),,2005,,,,,,1.986706,72.189778432,,,,,,,
Bronx,Riverdale and Fieldston (CD8),,2009,11.02,23.21,23.73,,,,72.189778432,,,,,,,
Bronx,Riverdale and Fieldston (CD8),,2010,10.09,20.15,31.97,,,2.243973,72.189778432,,,,,,,
Bronx,Riverdale and Fieldston (CD8),,2011,10.65,20.8,31.3,,,,72.189778432,,,,,,,
Bronx,Riverdale and Fieldston (CD8),,2012,9.27,19.08,33.77,,,,72.189778432,,,,,,,
Bronx,Riverdale and Fieldston (CD8),,2013,8.87,18.24,30.42,,,,72.189778432,,,,,,,
Bronx,Riverdale and Fieldston (CD8),,2014,9.0,17.14,30.51,,,,72.189778432,,,,,,,
Bronx,Riverdale and Fieldston (CD8),,2015,9.16,17.83,28.79,,,,72.189778432,,,,,,,
Bronx,Riverdale and Fieldston (CD8),,2016,7.49,16.04,32.52,,,,72.189778432,,,,,,,
Bronx,Riverdale and Fieldston (CD8),,2017,7.4,17.3,27.7,,,,72.189778432,,,,,,,
Bronx,Riverdale and Fieldston (CD8),,2018,6.95,15.77,29.97,,,,72.189778432,,,,,,,
Bronx,Riverdale and Fieldston (CD8),,2019,6.68,13.48,28.62,,,2.66564,72.189778432,,,,,,,
Bronx,Riverdale and Fieldston (CD8),,2020,5.87,15.83,28.72,,,,72.189778432,,,,,,,
Bronx,Riverdale and Fieldston (CD8),,2021,6.547798125,14.70287685,29.13865378,,,,72.189778432,,,,,,,
Bronx,Riverdale and Fieldston (CD8),,2022,6.042036842,14.48780464,30.15494095,,,,72.189778432,,,,,,,
Bronx,Riverdale and Fieldston (CD8),,2023,6.794486921,14.55565297,29.62674459,,,,72.189778432,,,,,,,
Bronx,Riverdale and Fieldston (CD8),,2024,6.333094323,13.46755857,32.53121807,,,,72.189778432,,,,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2005,,,,,,2.164276,17.857032288,,,,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2005-2007,,,,,,,19.7,25.8,16.6,73.4,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2009,9.91,22.54,26.86,,,,17.857032288,,,,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2009-2011,,,,,,,20.7,16.5,10.4,53.6,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2010,9.18,21.48,34.5,,,2.101004,17.857032288,,,,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2011,9.78,21.62,33.85,,,,17.857032288,,,,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2012,8.6,19.27,34.28,,,,17.857032288,,,,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2012-2014,,,,,,,18.08516144,11.12082675,8.863739737,41.31706476,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2013,8.24,18.58,31.44,,,,17.857032288,,,,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2014,8.62,19.1,31.32,,,,17.857032288,,,,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2015,8.13,18.62,32.83,,,,17.857032288,,,,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2015-2017,,,,,,,16.8,14.2,8.9,40.5,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2016,7.11,17.78,34.25,,,,17.857032288,,,,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2017,7.06,17.69,30.05,,,,17.857032288,,,,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2017-2019,,,,,,,14.0,9.0,6.0,36.0,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2018,6.67,16.86,30.9,,,,17.857032288,,,,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2019,6.21,15.7,30.83,,,3.087654,17.857032288,,,,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2020,5.93,14.81,29.84,,,,17.857032288,,,,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2021,6.431367091,16.0317582,30.41113869,,,,17.857032288,,,,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2022,5.58462253,14.37111012,35.81921707,,,,17.857032288,,,,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2023,6.474937547,16.38828037,37.30085065,,,,17.857032288,,,,,,,
Brooklyn,Bensonhurst - Bay Ridge,,2024,6.178801548,14.07524578,33.76291299,,,,17.857032288,,,,,,,
Bronx,Parkchester and Soundview (CD9),,2005,,,,,,3.729848,17.857032288,,,,,,,
Bronx,Parkchester and Soundview (CD9),,2009,10.82,24.58,25.56,,,,17.857032288,,,,,,,
Bronx,Parkchester and Soundview (CD9),,2010,9.96,22.55,33.54,,,5.004538,17.857032288,,,,,,,
Bronx,Parkchester and Soundview (CD9),,2011,10.68,23.03,33.59,,,,17.857032288,,,,,,,
Bronx,Parkchester and Soundview (CD9),,2012,9.45,21.07,34.87,,,,17.857032288,,,,,,,
Bronx,Parkchester and Soundview (CD9),,2013,8.94,19.95,31.54,,,,17.857032288,,,,,,,
Bronx,Parkchester and Soundview (CD9),,2014,9.12,20.2,31.34,,,,17.857032288,,,,,,,
Bronx,Parkchester and Soundview (CD9),,2015,8.99,20.12,31.19,,,,17.857032288,,,,,,,
Bronx,Parkchester and Soundview (CD9),,2016,7.6,18.81,33.25,,,,17.857032288,,,,,,,
Bronx,Parkchester and Soundview (CD9),,2017,7.62,19.49,29.33,,,,17.857032288,,,,,,,
Bronx,Parkchester and Soundview (CD9),,2018,7.11,17.94,31.07,,,,17.857032288,,,,,,,
Bronx,Parkchester and Soundview (CD9),,2019,6.81,16.39,30.33,,,6.332022,17.857032288,,,,,,,
Bronx,Parkchester and Soundview (CD9),,2020,6.2,16.87,31.72,,,,17.857032288,,,,,,,
Bronx,Parkchester and Soundview (CD9),,2021,6.69403683,16.64423279,29.69579577,,,,17.857032288,,,,,,,
Bronx,Parkchester and Soundview (CD9),,2022,6.148854199,16.23779497,32.92501511,,,,17.857032288,,,,,,,
Bronx,Parkchester and Soundview (CD9),,2023,6.95247031,16.35206527,33.96231918,,,,17.857032288,,,,,,,
Bronx,Parkchester and Soundview (CD9),,2024,6.449908226,14.91110719,33.72837192,,,,17.857032288,,,,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2005,,,,,,1.723271,32.869314446,,,,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2005-2007,,,,,,,38.4,33.8,22.3,83.3,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2009,9.55,19.9,29.64,,,,32.869314446,,,,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2009-2011,,,,,,,35.1,22.3,15.4,63.4,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2010,8.89,19.01,36.52,,,0.738829,32.869314446,,,,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2011,9.44,18.98,36.56,,,,32.869314446,,,,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2012,8.3,17.21,37.08,,,,32.869314446,,,,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2012-2014,,,,,,,29.44657223,15.00956468,13.68964653,49.62764422,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2013,8.11,16.36,33.88,,,,32.869314446,,,,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2014,8.37,17.63,32.61,,,,32.869314446,,,,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2015,7.72,17.08,35.01,,,,32.869314446,,,,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2015-2017,,,,,,,31.4,20.0,14.7,53.1,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2016,6.75,15.62,35.62,,,,32.869314446,,,,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2017,6.83,16.08,31.86,,,,32.869314446,,,,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2017-2019,,,,,,,30.0,12.0,10.0,47.0,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2018,6.55,14.35,32.5,,,,32.869314446,,,,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2019,6.04,13.5,33.33,,,1.066423,32.869314446,,,,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2020,5.7,13.78,30.89,,,,32.869314446,,,,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2021,6.270061176,14.68344079,31.97905088,,,,32.869314446,,,,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2022,5.401120876,13.05855438,37.07216274,,,,32.869314446,,,,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2023,6.353517613,13.9507122,40.41763987,,,,32.869314446,,,,,,,
Brooklyn,Coney Island - Sheepshead Bay,,2024,5.898864232,12.24254166,35.89674479,,,,32.869314446,,,,,,,
Bronx,Throgs Neck and Co-op City (CD10),,2005,,,,,,4.939819,32.869314446,,,,,,,
Bronx,Throgs Neck and Co-op City (CD10),,2009,10.47,21.33,27.83,,,,32.869314446,,,,,,,
Bronx,Throgs Neck and Co-op City (CD10),,2010,9.5,19.76,35.04,,,5.911896,32.869314446,,,,,,,
Bronx,Throgs Neck and Co-op City (CD10),,2011,10.42,20.44,34.88,,,,32.869314446,,,,,,,
Bronx,Throgs Neck and Co-op City (CD10),,2012,9.13,19.02,35.97,,,,32.869314446,,,,,,,
Bronx,Throgs Neck and Co-op City (CD10),,2013,8.66,17.44,32.57,,,,32.869314446,,,,,,,
Bronx,Throgs Neck and Co-op City (CD10),,2014,8.92,18.54,32.5,,,,32.869314446,,,,,,,
Bronx,Throgs Neck and Co-op City (CD10),,2015,8.96,18.76,31.68,,,,32.869314446,,,,,,,
Bronx,Throgs Neck and Co-op City (CD10),,2016,7.51,17.23,34.0,,,,32.869314446,,,,,,,
Bronx,Throgs Neck and Co-op City (CD10),,2017,7.51,18.07,30.23,,,,32.869314446,,,,,,,
Bronx,Throgs Neck and Co-op City (CD10),,2018,6.88,15.84,32.04,,,,32.869314446,,,,,,,
Bronx,Throgs Neck and Co-op City (CD10),,2019,6.7,14.61,31.45,,,7.495007,32.869314446,,,,,,,
Bronx,Throgs Neck and Co-op City (CD10),,2020,6.07,15.54,32.41,,,,32.869314446,,,,,,,
Bronx,Throgs Neck and Co-op City (CD10),,2021,6.51787953,15.39164019,30.71647185,,,,32.869314446,,,,,,,
Bronx,Throgs Neck and Co-op City (CD10),,2022,5.961578046,15.54644768,33.59165591,,,,32.869314446,,,,,,,
Bronx,Throgs Neck and Co-op City (CD10),,2023,6.801974169,15.05815095,35.69245438,,,,32.869314446,,,,,,,
Bronx,Throgs Neck and Co-op City (CD10),,2024,6.036054096,14.23180203,34.5413638,,,,32.869314446,,,,,,,
Bronx,Morris Park and Bronxdale (CD11),,2005,,,,,,1.203144,146.2917071,,,,,,,
Bronx,Morris Park and Bronxdale (CD11),,2009,10.63,23.36,26.1,,,,146.2917071,,,,,,,
Bronx,Morris Park and Bronxdale (CD11),,2010,9.71,21.2,33.7,,,0.984211,146.2917071,,,,,,,
Bronx,Morris Park and Bronxdale (CD11),,2011,10.45,21.83,33.45,,,,146.2917071,,,,,,,
Bronx,Morris Park and Bronxdale (CD11),,2012,9.15,20.37,34.96,,,,146.2917071,,,,,,,
Bronx,Morris Park and Bronxdale (CD11),,2013,8.71,18.97,31.59,,,,146.2917071,,,,,,,
Bronx,Morris Park and Bronxdale (CD11),,2014,8.92,19.37,31.37,,,,146.2917071,,,,,,,
Bronx,Morris Park and Bronxdale (CD11),,2015,8.91,19.63,30.48,,,,146.2917071,,,,,,,
Bronx,Morris Park and Bronxdale (CD11),,2016,7.4,17.91,33.21,,,,146.2917071,,,,,,,
Bronx,Morris Park and Bronxdale (CD11),,2017,7.39,19.04,29.23,,,,146.2917071,,,,,,,
Bronx,Morris Park and Bronxdale (CD11),,2018,7.08,17.08,31.11,,,,146.2917071,,,,,,,
Bronx,Morris Park and Bronxdale (CD11),,2019,6.65,15.46,30.31,,,1.372411,146.2917071,,,,,,,
Bronx,Morris Park and Bronxdale (CD11),,2020,6.01,16.8,31.33,,,,146.2917071,,,,,,,
Bronx,Morris Park and Bronxdale (CD11),,2021,6.55246426,16.29302101,30.32349454,,,,146.2917071,,,,,,,
Bronx,Morris Park and Bronxdale (CD11),,2022,6.094025419,15.41922074,32.7976337,,,,146.2917071,,,,,,,
Bronx,Morris Park and Bronxdale (CD11),,2023,6.859797047,14.84932053,34.34050068,,,,146.2917071,,,,,,,
Bronx,Morris Park and Bronxdale (CD11),,2024,6.309033124,13.95012243,34.27800156,,,,146.2917071,,,,,,,
Brooklyn,Williamsburg - Bushwick,,2005,,,,,,1.502111,146.2917071,,,,,,,
Brooklyn,Williamsburg - Bushwick,,2005-2007,,,,,,,185.7,37.8,31.6,72.2,,,,
Brooklyn,Williamsburg - Bushwick,,2009,11.36,27.13,24.76,,,,146.2917071,,,,,,,
Brooklyn,Williamsburg - Bushwick,,2009-2011,,,,,,,184.6,26.9,18.2,50.0,,,,
Brooklyn,Williamsburg - Bushwick,,2010,10.33,25.31,32.38,,,0.801565,146.2917071,,,,,,,
Brooklyn,Williamsburg - Bushwick,,2011,10.88,25.75,31.54,,,,146.2917071,,,,,,,
Brooklyn,Williamsburg - Bushwick,,2012,9.7,23.43,32.28,,,,146.2917071,,,,,,,
Brooklyn,Williamsburg - Bushwick,,2012-2014,,,,,,,165.2585355,19.2025655,15.93933114,41.08996868,,,,
Brooklyn,Williamsburg - Bushwick,,2013,9.36,22.72,29.7,,,,146.2917071,,,,,,,
Brooklyn,Williamsburg - Bushwick,,2014,9.84,22.2,30.41,,,,146.2917071,,,,,,,
Brooklyn,Williamsburg - Bushwick,,2015,9.61,21.27,31.1,,,,146.2917071,,,,,,,
Brooklyn,Williamsburg - Bushwick,,2015-2017,,,,,,,107.9,21.0,11.0,34.7,,,,
Brooklyn,Williamsburg - Bushwick,,2016,8.67,20.82,32.99,,,,146.2917071,,,,,,,
Brooklyn,Williamsburg - Bushwick,,2017,8.22,20.69,29.33,,,,146.2917071,,,,,,,
Brooklyn,Williamsburg - Bushwick,,2017-2019,,,,,,,88.0,12.0,8.0,32.0,,,,
Brooklyn,Williamsburg - Bushwick,,2018,8.11,20.95,29.64,,,,146.2917071,,,,,,,
Brooklyn,Williamsburg - Bushwick,,2019,7.5,19.67,29.34,,,1.902059,146.2917071,,,,,,,
Brooklyn,Williamsburg - Bushwick,,2020,6.72,18.5,29.38,,,,146.2917071,,,,,,,
Brooklyn,Williamsburg - Bushwick,,2021,7.247995672,19.0385913,29.27933416,,,,146.2917071,,,,,,,
Brooklyn,Williamsburg - Bushwick,,2022,6.411338422,17.37980792,33.17297803,,,,146.2917071,,,,,,,
Brooklyn,Williamsburg - Bushwick,,2023,7.22773619,18.15983736,35.49941831,,,,146.2917071,,,,,,,
Brooklyn,Williamsburg - Bushwick,,2024,7.203424145,15.82250175,33.72747189,,,,146.2917071,,,,,,,
Bronx,Williamsbridge and Baychester (CD12),,2005,,,,,,3.610864,,,,,,,,
Bronx,Williamsbridge and Baychester (CD12),,2009,10.64,22.05,26.58,,,,,,,,,,,
Bronx,Williamsbridge and Baychester (CD12),,2010,9.6,19.74,33.81,,,2.959784,,,,,,,,
Bronx,Williamsbridge and Baychester (CD12),,2011,10.41,20.59,33.23,,,,,,,,,,,
Bronx,Williamsbridge and Baychester (CD12),,2012,9.03,19.54,35.02,,,,,,,,,,,
Bronx,Williamsbridge and Baychester (CD12),,2013,8.66,17.96,31.61,,,,,,,,,,,
Bronx,Williamsbridge and Baychester (CD12),,2014,8.91,18.34,31.44,,,,,,,,,,,
Bronx,Williamsbridge and Baychester (CD12),,2015,9.08,18.97,29.75,,,,,,,,,,,
Bronx,Williamsbridge and Baychester (CD12),,2016,7.46,16.93,33.19,,,,,,,,,,,
Bronx,Williamsbridge and Baychester (CD12),,2017,7.37,18.35,28.93,,,,,,,,,,,
Bronx,Williamsbridge and Baychester (CD12),,2018,6.97,15.81,31.14,,,,,,,,,,,
Bronx,Williamsbridge and Baychester (CD12),,2019,6.66,14.19,30.16,,,3.724119,,,,,,,,
Bronx,Williamsbridge and Baychester (CD12),,2020,5.92,16.48,30.49,,,,,,,,,,,
Bronx,Williamsbridge and Baychester (CD12),,2021,6.492117235,15.63649818,30.30593174,,,,,,,,,,,
Bronx,Williamsbridge and Baychester (CD12),,2022,6.043308886,15.22801035,31.77218377,,,,,,,,,,,
Bronx,Williamsbridge and Baychester (CD12),,2023,6.814022519,14.37432322,32.92349671,,,,,,,,,,,
Bronx,Williamsbridge and Baychester (CD12),,2024,6.165169668,13.83157536,33.78035472,,,,,,,,,,,
Brooklyn,Greenpoint and Williamsburg (CD1),,2005,,,,,,3.581769,113.91908232,,,,,,,
Brooklyn,Greenpoint and Williamsburg (CD1),,2009,12.03,27.03,25.45,,,,113.91908232,,,,,,,
Brooklyn,Greenpoint and Williamsburg (CD1),,2010,10.73,25.16,32.53,,,4.56663,113.91908232,,,,,,,
Brooklyn,Greenpoint and Williamsburg (CD1),,2011,11.6,25.87,31.61,,,,113.91908232,,,,,,,
