borough,geo_place_name,zip_code,time_period,pm25,no2,ozone,aqi,purpleair_pm25,truck_vmt,asthma_er_rate,cardiovascular_hosp_rate,respiratory_hosp_rate,pm25_deaths,asthma_ed_rate,cardiovascular_ed_rate,respiratory_ed_rate,population
Brooklyn,Greenpoint and Williamsburg (CD1),,2012,10.38,23.65,32.67,,,,113.91908232,,,,,,,
Brooklyn,Greenpoint and Williamsburg (CD1),,2013,10.09,22.88,29.77,,,,113.91908232,,,,,,,
Brooklyn,Greenpoint and Williamsburg (CD1),,2014,10.64,22.43,30.48,,,,113.91908232,,,,,,,
Brooklyn,Greenpoint and Williamsburg (CD1),,2015,10.56,21.66,31.01,,,,113.91908232,,,,,,,
Brooklyn,Greenpoint and Williamsburg (CD1),,2016,9.55,21.38,32.99,,,,113.91908232,,,,,,,
Brooklyn,Greenpoint and Williamsburg (CD1),,2017,9.06,21.15,29.07,,,,113.91908232,,,,,,,
Brooklyn,Greenpoint and Williamsburg (CD1),,2018,8.87,22.14,28.94,,,,113.91908232,,,,,,,
Brooklyn,Greenpoint and Williamsburg (CD1),,2019,8.61,21.51,27.86,,,6.157186,113.91908232,,,,,,,
Brooklyn,Greenpoint and Williamsburg (CD1),,2020,7.08,19.72,29.57,,,,113.91908232,,,,,,,
Brooklyn,Greenpoint and Williamsburg (CD1),,2021,7.744462605,20.74754327,27.78494536,,,,113.91908232,,,,,,,
Brooklyn,Greenpoint and Williamsburg (CD1),,2022,6.547744636,18.51590574,32.4542149,,,,113.91908232,,,,,,,
Brooklyn,Greenpoint and Williamsburg (CD1),,2023,7.403432533,19.3591317,34.03985644,,,,113.91908232,,,,,,,
Brooklyn,Greenpoint and Williamsburg (CD1),,2024,7.500324881,16.77254211,33.16267437,,,,113.91908232,,,,,,,
Manhattan,Washington Heights,,2005,,,,,,3.466213,113.91908232,,,,,,,
Manhattan,Washington Heights,,2005-2007,,,,,,,175.9,27.6,20.6,60.5,,,,
Manhattan,Washington Heights,,2009,11.55,28.5,21.82,,,,113.91908232,,,,,,,
Manhattan,Washington Heights,,2009-2011,,,,,,,138.5,18.1,12.5,46.0,,,,
Manhattan,Washington Heights,,2010,10.71,25.22,30.54,,,5.336711,113.91908232,,,,,,,
Manhattan,Washington Heights,,2011,11.12,25.56,30.13,,,,113.91908232,,,,,,,
Manhattan,Washington Heights,,2012,9.89,23.15,32.66,,,,113.91908232,,,,,,,
Manhattan,Washington Heights,,2012-2014,,,,,,,111.5954116,13.99667126,10.48349957,38.87733815,,,,
Manhattan,Washington Heights,,2013,9.48,22.79,29.34,,,,113.91908232,,,,,,,
Manhattan,Washington Heights,,2014,9.49,21.12,29.52,,,,113.91908232,,,,,,,
Manhattan,Washington Heights,,2015,9.36,21.14,28.95,,,,113.91908232,,,,,,,
Manhattan,Washington Heights,,2015-2017,,,,,,,81.6,17.1,10.3,33.2,,,,
Manhattan,Washington Heights,,2016,7.81,19.85,31.92,,,,113.91908232,,,,,,,
Manhattan,Washington Heights,,2017,7.79,20.56,26.92,,,,113.91908232,,,,,,,
Manhattan,Washington Heights,,2017-2019,,,,,,,62.0,10.0,6.0,28.0,,,,
Manhattan,Washington Heights,,2018,7.32,19.73,28.95,,,,113.91908232,,,,,,,
Manhattan,Washington Heights,,2019,7.11,17.27,27.73,,,8.008193,113.91908232,,,,,,,
Manhattan,Washington Heights,,2020,6.29,18.08,28.84,,,,113.91908232,,,,,,,
Manhattan,Washington Heights,,2021,6.863263918,17.1012008,27.88916639,,,,113.91908232,,,,,,,
Manhattan,Washington Heights,,2022,6.287272736,16.86414424,29.85341007,,,,113.91908232,,,,,,,
Manhattan,Washington Heights,,2023,6.983812181,17.0536503,29.97225632,,,,113.91908232,,,,,,,
Manhattan,Washington Heights,,2024,6.672126003,16.26468515,31.33527003,,,,113.91908232,,,,,,,
Manhattan,Central Harlem - Morningside Heights,,2005,,,,,,2.567942,260.0078385,,,,,,,
Manhattan,Central Harlem - Morningside Heights,,2005-2007,,,,,,,424.7,35.1,30.6,105.2,,,,
Manhattan,Central Harlem - Morningside Heights,,2009,11.6,31.06,21.52,,,,260.0078385,,,,,,,
Manhattan,Central Harlem - Morningside Heights,,2009-2011,,,,,,,291.1,19.7,18.8,63.6,,,,
Manhattan,Central Harlem - Morningside Heights,,2010,10.62,27.83,29.75,,,2.284612,260.0078385,,,,,,,
Manhattan,Central Harlem - Morningside Heights,,2011,11.13,28.23,29.4,,,,260.0078385,,,,,,,
Manhattan,Central Harlem - Morningside Heights,,2012,9.99,25.76,31.71,,,,260.0078385,,,,,,,
Manhattan,Central Harlem - Morningside Heights,,2012-2014,,,,,,,253.1391925,16.21187943,16.51888213,53.0944192,,,,
Manhattan,Central Harlem - Morningside Heights,,2013,9.7,25.36,28.4,,,,260.0078385,,,,,,,
Manhattan,Central Harlem - Morningside Heights,,2014,9.73,23.86,28.58,,,,260.0078385,,,,,,,
Manhattan,Central Harlem - Morningside Heights,,2015,9.36,23.15,28.98,,,,260.0078385,,,,,,,
Manhattan,Central Harlem - Morningside Heights,,2015-2017,,,,,,,193.1,20.2,14.9,45.4,,,,
Manhattan,Central Harlem - Morningside Heights,,2016,7.95,22.19,31.35,,,,260.0078385,,,,,,,
Manhattan,Central Harlem - Morningside Heights,,2017,7.93,22.64,26.51,,,,260.0078385,,,,,,,
Manhattan,Central Harlem - Morningside Heights,,2017-2019,,,,,,,138.0,11.0,8.0,38.0,,,,
Manhattan,Central Harlem - Morningside Heights,,2018,7.53,21.66,28.41,,,,260.0078385,,,,,,,
Manhattan,Central Harlem - Morningside Heights,,2019,7.0,19.7,27.07,,,4.351877,260.0078385,,,,,,,
Manhattan,Central Harlem - Morningside Heights,,2020,6.35,18.99,29.52,,,,260.0078385,,,,,,,
Manhattan,Central Harlem - Morningside Heights,,2021,6.782473216,18.20660748,28.48874947,,,,260.0078385,,,,,,,
Manhattan,Central Harlem - Morningside Heights,,2022,6.245586287,16.86623851,30.91161067,,,,260.0078385,,,,,,,
Manhattan,Central Harlem - Morningside Heights,,2023,6.918861081,16.29410694,31.47180591,,,,260.0078385,,,,,,,
Manhattan,Central Harlem - Morningside Heights,,2024,6.848416019,16.52196633,31.68161286,,,,260.0078385,,,,,,,
Brooklyn,Fort Greene and Brooklyn Heights (CD2),,2005,,,,,,7.379392,260.0078385,,,,,,,
Brooklyn,Fort Greene and Brooklyn Heights (CD2),,2009,11.55,29.25,22.71,,,,260.0078385,,,,,,,
Brooklyn,Fort Greene and Brooklyn Heights (CD2),,2010,10.52,27.14,30.46,,,7.606192,260.0078385,,,,,,,
Brooklyn,Fort Greene and Brooklyn Heights (CD2),,2011,11.12,27.36,29.06,,,,260.0078385,,,,,,,
Brooklyn,Fort Greene and Brooklyn Heights (CD2),,2012,9.92,24.81,30.22,,,,260.0078385,,,,,,,
Brooklyn,Fort Greene and Brooklyn Heights (CD2),,2013,9.52,24.17,27.62,,,,260.0078385,,,,,,,
Brooklyn,Fort Greene and Brooklyn Heights (CD2),,2014,10.01,23.39,28.9,,,,260.0078385,,,,,,,
Brooklyn,Fort Greene and Brooklyn Heights (CD2),,2015,9.83,22.4,29.39,,,,260.0078385,,,,,,,
Brooklyn,Fort Greene and Brooklyn Heights (CD2),,2016,8.83,22.16,31.63,,,,260.0078385,,,,,,,
Brooklyn,Fort Greene and Brooklyn Heights (CD2),,2017,8.29,21.66,27.57,,,,260.0078385,,,,,,,
Brooklyn,Fort Greene and Brooklyn Heights (CD2),,2018,7.75,21.09,28.47,,,,260.0078385,,,,,,,
Brooklyn,Fort Greene and Brooklyn Heights (CD2),,2019,7.19,19.94,27.51,,,9.066414,260.0078385,,,,,,,
Brooklyn,Fort Greene and Brooklyn Heights (CD2),,2020,6.68,18.4,28.93,,,,260.0078385,,,,,,,
Brooklyn,Fort Greene and Brooklyn Heights (CD2),,2021,7.099629413,18.80308105,28.57936897,,,,260.0078385,,,,,,,
Brooklyn,Fort Greene and Brooklyn Heights (CD2),,2022,6.441360442,18.53568195,31.6016692,,,,260.0078385,,,,,,,
Brooklyn,Fort Greene and Brooklyn Heights (CD2),,2023,7.154167222,18.53025849,33.40842626,,,,260.0078385,,,,,,,
Brooklyn,Fort Greene and Brooklyn Heights (CD2),,2024,7.233200605,17.95803395,31.24846561,,,,260.0078385,,,,,,,
Brooklyn,Bedford Stuyvesant (CD3),,2005,,,,,,2.495008,254.08581128,,,,,,,
Brooklyn,Bedford Stuyvesant (CD3),,2009,10.84,27.55,23.92,,,,254.08581128,,,,,,,
Brooklyn,Bedford Stuyvesant (CD3),,2010,9.9,25.68,31.75,,,1.720786,254.08581128,,,,,,,
Brooklyn,Bedford Stuyvesant (CD3),,2011,10.38,25.92,30.8,,,,254.08581128,,,,,,,
Brooklyn,Bedford Stuyvesant (CD3),,2012,9.2,23.5,31.57,,,,254.08581128,,,,,,,
Brooklyn,Bedford Stuyvesant (CD3),,2013,8.82,22.84,29.07,,,,254.08581128,,,,,,,
Brooklyn,Bedford Stuyvesant (CD3),,2014,9.27,22.24,29.89,,,,254.08581128,,,,,,,
Brooklyn,Bedford Stuyvesant (CD3),,2015,9.03,21.26,30.64,,,,254.08581128,,,,,,,
Brooklyn,Bedford Stuyvesant (CD3),,2016,8.09,20.79,32.55,,,,254.08581128,,,,,,,
Brooklyn,Bedford Stuyvesant (CD3),,2017,7.63,20.59,28.87,,,,254.08581128,,,,,,,
Brooklyn,Bedford Stuyvesant (CD3),,2018,7.38,19.99,29.68,,,,254.08581128,,,,,,,
Brooklyn,Bedford Stuyvesant (CD3),,2019,6.6,18.35,29.57,,,2.478643,254.08581128,,,,,,,
Brooklyn,Bedford Stuyvesant (CD3),,2020,6.31,17.47,29.28,,,,254.08581128,,,,,,,
Brooklyn,Bedford Stuyvesant (CD3),,2021,6.83901039,17.87566761,29.6069709,,,,254.08581128,,,,,,,
Brooklyn,Bedford Stuyvesant (CD3),,2022,6.099869901,16.58139096,33.15824793,,,,254.08581128,,,,,,,
Brooklyn,Bedford Stuyvesant (CD3),,2023,6.948465531,17.04140309,35.69351113,,,,254.08581128,,,,,,,
Brooklyn,Bedford Stuyvesant (CD3),,2024,6.803259367,15.83385741,33.15663983,,,,254.08581128,,,,,,,
Manhattan,East Harlem,,2005,,,,,,5.167893,254.08581128,,,,,,,
Manhattan,East Harlem,,2005-2007,,,,,,,354.2,39.0,44.8,100.5,,,,
Manhattan,East Harlem,,2009,11.55,29.9,22.84,,,,254.08581128,,,,,,,
Manhattan,East Harlem,,2009-2011,,,,,,,299.4,23.3,29.2,69.9,,,,
Manhattan,East Harlem,,2010,10.41,27.07,30.52,,,4.904957,254.08581128,,,,,,,
Manhattan,East Harlem,,2011,11.12,27.65,30.25,,,,254.08581128,,,,,,,
Manhattan,East Harlem,,2012,9.98,25.32,32.25,,,,254.08581128,,,,,,,
Manhattan,East Harlem,,2012-2014,,,,,,,241.3290564,20.68763035,22.17799302,57.85056369,,,,
Manhattan,East Harlem,,2013,9.73,24.75,28.87,,,,254.08581128,,,,,,,
Manhattan,East Harlem,,2014,9.84,23.76,28.92,,,,254.08581128,,,,,,,
Manhattan,East Harlem,,2015,9.51,22.99,29.58,,,,254.08581128,,,,,,,
Manhattan,East Harlem,,2015-2017,,,,,,,215.5,25.5,20.3,54.2,,,,
Manhattan,East Harlem,,2016,8.19,22.19,31.62,,,,254.08581128,,,,,,,
Manhattan,East Harlem,,2017,8.11,22.41,26.91,,,,254.08581128,,,,,,,
Manhattan,East Harlem,,2017-2019,,,,,,,160.0,14.0,10.0,45.0,,,,
Manhattan,East Harlem,,2018,7.39,20.91,28.83,,,,254.08581128,,,,,,,
Manhattan,East Harlem,,2019,7.11,19.4,27.51,,,8.062384,254.08581128,,,,,,,
Manhattan,East Harlem,,2020,6.37,18.77,30.19,,,,254.08581128,,,,,,,
Manhattan,East Harlem,,2021,6.788910431,18.27860184,28.36491264,,,,254.08581128,,,,,,,
Manhattan,East Harlem,,2022,6.148291756,16.68890291,31.62649667,,,,254.08581128,,,,,,,
Manhattan,East Harlem,,2023,6.902077131,16.33588174,32.00898429,,,,254.08581128,,,,,,,
Manhattan,East Harlem,,2024,6.66133586,16.18484858,32.19031911,,,,254.08581128,,,,,,,
Brooklyn,Bushwick (CD4),,2005,,,,,,1.212591,68.64598525400001,,,,,,,
Brooklyn,Bushwick (CD4),,2009,10.81,25.88,25.32,,,,68.64598525400001,,,,,,,
Brooklyn,Bushwick (CD4),,2010,9.84,24.2,33.0,,,0.748139,68.64598525400001,,,,,,,
Brooklyn,Bushwick (CD4),,2011,10.31,24.66,32.31,,,,68.64598525400001,,,,,,,
Brooklyn,Bushwick (CD4),,2012,9.15,22.36,32.9,,,,68.64598525400001,,,,,,,
Brooklyn,Bushwick (CD4),,2013,8.82,21.69,30.37,,,,68.64598525400001,,,,,,,
Brooklyn,Bushwick (CD4),,2014,9.25,21.2,30.98,,,,68.64598525400001,,,,,,,
Brooklyn,Bushwick (CD4),,2015,8.98,20.34,31.66,,,,68.64598525400001,,,,,,,
Brooklyn,Bushwick (CD4),,2016,8.07,19.82,33.47,,,,68.64598525400001,,,,,,,
Brooklyn,Bushwick (CD4),,2017,7.66,19.75,29.93,,,,68.64598525400001,,,,,,,
Brooklyn,Bushwick (CD4),,2018,7.51,19.47,30.55,,,,68.64598525400001,,,,,,,
Brooklyn,Bushwick (CD4),,2019,7.1,18.16,30.49,,,1.709275,68.64598525400001,,,,,,,
Brooklyn,Bushwick (CD4),,2020,6.5,17.47,29.65,,,,68.64598525400001,,,,,,,
Brooklyn,Bushwick (CD4),,2021,6.871332323,17.51225886,30.38502476,,,,68.64598525400001,,,,,,,
Brooklyn,Bushwick (CD4),,2022,6.261674584,16.5740424,33.68081317,,,,68.64598525400001,,,,,,,
Brooklyn,Bushwick (CD4),,2023,7.108952649,17.85138313,35.79837826,,,,68.64598525400001,,,,,,,
Brooklyn,Bushwick (CD4),,2024,6.918548546,15.28119612,34.1891424,,,,68.64598525400001,,,,,,,
Manhattan,Upper West Side,,2005,,,,,,5.396154,68.64598525400001,,,,,,,
Manhattan,Upper West Side,,2005-2007,,,,,,,113.2,18.4,15.3,59.5,,,,
Manhattan,Upper West Side,,2009,12.18,31.95,21.31,,,,68.64598525400001,,,,,,,
Manhattan,Upper West Side,,2009-2011,,,,,,,74.2,12.0,11.6,48.9,,,,
Manhattan,Upper West Side,,2010,11.01,28.66,28.68,,,6.561422,68.64598525400001,,,,,,,
Manhattan,Upper West Side,,2011,11.49,29.3,27.89,,,,68.64598525400001,,,,,,,
Manhattan,Upper West Side,,2012,10.46,27.08,30.17,,,,68.64598525400001,,,,,,,
Manhattan,Upper West Side,,2012-2014,,,,,,,63.92992627,9.568118901,10.19497419,44.14802989,,,,
Manhattan,Upper West Side,,2013,10.35,26.5,26.93,,,,68.64598525400001,,,,,,,
Manhattan,Upper West Side,,2014,10.42,25.1,27.4,,,,68.64598525400001,,,,,,,
Manhattan,Upper West Side,,2015,9.78,23.86,28.12,,,,68.64598525400001,,,,,,,
Manhattan,Upper West Side,,2015-2017,,,,,,,51.9,12.3,8.5,40.5,,,,
Manhattan,Upper West Side,,2016,8.49,23.15,30.54,,,,68.64598525400001,,,,,,,
Manhattan,Upper West Side,,2017,8.33,23.39,25.57,,,,68.64598525400001,,,,,,,
Manhattan,Upper West Side,,2017-2019,,,,,,,40.0,8.0,5.0,35.0,,,,
Manhattan,Upper West Side,,2018,8.16,22.22,27.2,,,,68.64598525400001,,,,,,,
Manhattan,Upper West Side,,2019,7.38,20.8,25.59,,,8.91419,68.64598525400001,,,,,,,
Manhattan,Upper West Side,,2020,6.35,19.62,28.97,,,,68.64598525400001,,,,,,,
Manhattan,Upper West Side,,2021,6.799980284,19.16877835,27.81438016,,,,68.64598525400001,,,,,,,
Manhattan,Upper West Side,,2022,6.111708505,18.1593958,29.86938464,,,,68.64598525400001,,,,,,,
Manhattan,Upper West Side,,2023,6.873849365,18.37552079,29.75910834,,,,68.64598525400001,,,,,,,
Manhattan,Upper West Side,,2024,6.766388963,18.28888539,30.17721976,,,,68.64598525400001,,,,,,,
Brooklyn,East New York and Starrett City (CD5),,2005,,,,,,6.216057,26.707866452,,,,,,,
Brooklyn,East New York and Starrett City (CD5),,2009,10.54,23.39,26.66,,,,26.707866452,,,,,,,
Brooklyn,East New York and Starrett City (CD5),,2010,9.74,22.02,34.31,,,1.592265,26.707866452,,,,,,,
Brooklyn,East New York and Starrett City (CD5),,2011,10.03,22.43,33.87,,,,26.707866452,,,,,,,
Brooklyn,East New York and Starrett City (CD5),,2012,8.88,20.21,34.35,,,,26.707866452,,,,,,,
Brooklyn,East New York and Starrett City (CD5),,2013,8.65,19.75,31.88,,,,26.707866452,,,,,,,
Brooklyn,East New York and Starrett City (CD5),,2014,8.99,19.34,32.3,,,,26.707866452,,,,,,,
Brooklyn,East New York and Starrett City (CD5),,2015,8.66,18.71,32.92,,,,26.707866452,,,,,,,
Brooklyn,East New York and Starrett City (CD5),,2016,7.73,17.83,34.57,,,,26.707866452,,,,,,,
Brooklyn,East New York and Starrett City (CD5),,2017,7.48,17.92,31.2,,,,26.707866452,,,,,,,
Brooklyn,East New York and Starrett City (CD5),,2018,7.02,17.17,31.99,,,,26.707866452,,,,,,,
Brooklyn,East New York and Starrett City (CD5),,2019,6.52,15.43,32.99,,,2.146741,26.707866452,,,,,,,
Brooklyn,East New York and Starrett City (CD5),,2020,5.98,15.48,29.56,,,,26.707866452,,,,,,,
Brooklyn,East New York and Starrett City (CD5),,2021,6.510727859,15.86336629,31.30650519,,,,26.707866452,,,,,,,
Brooklyn,East New York and Starrett City (CD5),,2022,5.690826328,15.39830729,34.60004805,,,,26.707866452,,,,,,,
Brooklyn,East New York and Starrett City (CD5),,2023,6.738729025,17.08099816,36.56098667,,,,26.707866452,,,,,,,
Brooklyn,East New York and Starrett City (CD5),,2024,6.235700565,14.36644166,35.08552659,,,,26.707866452,,,,,,,
Manhattan,Upper East Side,,2005,,,,,,7.992091,26.707866452,,,,,,,
Manhattan,Upper East Side,,2005-2007,,,,,,,39.0,14.2,11.1,55.3,,,,
Manhattan,Upper East Side,,2009,12.88,34.29,20.87,,,,26.707866452,,,,,,,
Manhattan,Upper East Side,,2009-2011,,,,,,,35.5,11.1,9.2,45.3,,,,
Manhattan,Upper East Side,,2010,11.83,31.02,28.21,,,4.822169,26.707866452,,,,,,,
Manhattan,Upper East Side,,2011,12.1,31.52,27.52,,,,26.707866452,,,,,,,
Manhattan,Upper East Side,,2012,11.19,29.5,29.24,,,,26.707866452,,,,,,,
Manhattan,Upper East Side,,2012-2014,,,,,,,24.43933226,9.18145178,8.379345245,43.36652158,,,,
Manhattan,Upper East Side,,2013,11.1,28.59,26.32,,,,26.707866452,,,,,,,
Manhattan,Upper East Side,,2014,11.15,27.62,26.66,,,,26.707866452,,,,,,,
Manhattan,Upper East Side,,2015,10.2,25.67,28.07,,,,26.707866452,,,,,,,
Manhattan,Upper East Side,,2015-2017,,,,,,,18.6,11.0,6.7,35.4,,,,
Manhattan,Upper East Side,,2016,9.07,24.81,30.17,,,,26.707866452,,,,,,,
Manhattan,Upper East Side,,2017,8.85,25.04,25.24,,,,26.707866452,,,,,,,
Manhattan,Upper East Side,,2017-2019,,,,,,,16.0,7.0,5.0,32.0,,,,
Manhattan,Upper East Side,,2018,8.68,23.42,26.97,,,,26.707866452,,,,,,,
Manhattan,Upper East Side,,2019,8.0,22.13,25.88,,,7.064005,26.707866452,,,,,,,
Manhattan,Upper East Side,,2020,6.72,20.89,29.3,,,,26.707866452,,,,,,,
Manhattan,Upper East Side,,2021,7.018751653,20.30735751,27.8255461,,,,26.707866452,,,,,,,
Manhattan,Upper East Side,,2022,6.361393551,18.81322226,30.75813335,,,,26.707866452,,,,,,,
Manhattan,Upper East Side,,2023,6.983049971,18.98075633,31.2445346,,,,26.707866452,,,,,,,
Manhattan,Upper East Side,,2024,7.039415166,18.72702868,30.81149464,,,,26.707866452,,,,,,,
Manhattan,Chelsea - Clinton,,2005,,,,,,9.111963,81.37162633199999,,,,,,,
Manhattan,Chelsea - Clinton,,2005-2007,,,,,,,139.1,20.6,13.5,57.5,,,,
Manhattan,Chelsea - Clinton,,2009,14.24,39.87,18.19,,,,81.37162633199999,,,,,,,
Manhattan,Chelsea - Clinton,,2009-2011,,,,,,,88.6,11.7,9.0,39.7,,,,
Manhattan,Chelsea - Clinton,,2010,13.21,36.03,25.62,,,8.522793,81.37162633199999,,,,,,,
Manhattan,Chelsea - Clinton,,2011,13.27,36.33,24.2,,,,81.37162633199999,,,,,,,
Manhattan,Chelsea - Clinton,,2012,12.42,34.33,26.0,,,,81.37162633199999,,,,,,,
Manhattan,Chelsea - Clinton,,2012-2014,,,,,,,75.55813166,11.78887397,9.389808212,40.18420814,,,,
Manhattan,Chelsea - Clinton,,2013,12.41,33.35,23.53,,,,81.37162633199999,,,,,,,
Manhattan,Chelsea - Clinton,,2014,12.53,31.9,24.61,,,,81.37162633199999,,,,,,,
Manhattan,Chelsea - Clinton,,2015,11.39,29.17,26.11,,,,81.37162633199999,,,,,,,
Manhattan,Chelsea - Clinton,,2015-2017,,,,,,,53.6,11.7,6.9,31.7,,,,
Manhattan,Chelsea - Clinton,,2016,10.32,28.36,28.76,,,,81.37162633199999,,,,,,,
Manhattan,Chelsea - Clinton,,2017,9.91,28.46,23.43,,,,81.37162633199999,,,,,,,
Manhattan,Chelsea - Clinton,,2017-2019,,,,,,,50.0,8.0,4.0,26.0,,,,
Manhattan,Chelsea - Clinton,,2018,9.97,27.57,24.81,,,,81.37162633199999,,,,,,,
Manhattan,Chelsea - Clinton,,2019,10.21,26.02,23.84,,,9.094025,81.37162633199999,,,,,,,
Manhattan,Chelsea - Clinton,,2020,8.5,23.87,27.83,,,,81.37162633199999,,,,,,,
Manhattan,Chelsea - Clinton,,2021,8.44115285,23.31831242,27.10942324,,,,81.37162633199999,,,,,,,
Manhattan,Chelsea - Clinton,,2022,8.378450902,22.87959806,28.824582,,,,81.37162633199999,,,,,,,
Manhattan,Chelsea - Clinton,,2023,8.076770315,24.13254441,28.35317493,,,,81.37162633199999,,,,,,,
Manhattan,Chelsea - Clinton,,2024,9.513455582,22.31126311,28.60617692,,,,81.37162633199999,,,,,,,
Brooklyn,Park Slope and Carroll Gardens (CD6),,2005,,,,,,3.490655,81.37162633199999,,,,,,,
Brooklyn,Park Slope and Carroll Gardens (CD6),,2009,11.43,27.7,23.35,,,,81.37162633199999,,,,,,,
Brooklyn,Park Slope and Carroll Gardens (CD6),,2010,10.45,25.87,31.31,,,3.439741,81.37162633199999,,,,,,,
Brooklyn,Park Slope and Carroll Gardens (CD6),,2011,11.13,26.01,29.87,,,,81.37162633199999,,,,,,,
Brooklyn,Park Slope and Carroll Gardens (CD6),,2012,9.87,23.25,30.97,,,,81.37162633199999,,,,,,,
Brooklyn,Park Slope and Carroll Gardens (CD6),,2013,9.4,22.74,28.35,,,,81.37162633199999,,,,,,,
Brooklyn,Park Slope and Carroll Gardens (CD6),,2014,9.95,22.01,29.68,,,,81.37162633199999,,,,,,,
Brooklyn,Park Slope and Carroll Gardens (CD6),,2015,9.91,21.35,30.03,,,,81.37162633199999,,,,,,,
Brooklyn,Park Slope and Carroll Gardens (CD6),,2016,8.86,21.17,32.27,,,,81.37162633199999,,,,,,,
Brooklyn,Park Slope and Carroll Gardens (CD6),,2017,8.38,20.62,28.26,,,,81.37162633199999,,,,,,,
Brooklyn,Park Slope and Carroll Gardens (CD6),,2018,7.96,21.2,28.6,,,,81.37162633199999,,,,,,,
Brooklyn,Park Slope and Carroll Gardens (CD6),,2019,7.7,20.08,27.6,,,4.625393,81.37162633199999,,,,,,,
Brooklyn,Park Slope and Carroll Gardens (CD6),,2020,6.74,18.17,28.7,,,,81.37162633199999,,,,,,,
Brooklyn,Park Slope and Carroll Gardens (CD6),,2021,7.063171222,18.59620176,28.93297858,,,,81.37162633199999,,,,,,,
Brooklyn,Park Slope and Carroll Gardens (CD6),,2022,6.373445436,17.46896851,32.89096201,,,,81.37162633199999,,,,,,,
Brooklyn,Park Slope and Carroll Gardens (CD6),,2023,7.163769986,17.99007651,34.15035402,,,,81.37162633199999,,,,,,,
Brooklyn,Park Slope and Carroll Gardens (CD6),,2024,7.261788252,16.38221419,32.51458174,,,,81.37162633199999,,,,,,,
Manhattan,Gramercy Park - Murray Hill,,2005,,,,,,12.096487,53.707087256,,,,,,,
Manhattan,Gramercy Park - Murray Hill,,2005-2007,,,,,,,61.7,17.1,13.0,52.7,,,,
Manhattan,Gramercy Park - Murray Hill,,2009,15.03,43.32,16.13,,,,53.707087256,,,,,,,
Manhattan,Gramercy Park - Murray Hill,,2009-2011,,,,,,,69.7,12.9,8.6,47.9,,,,
Manhattan,Gramercy Park - Murray Hill,,2010,14.24,39.17,23.9,,,6.013005,53.707087256,,,,,,,
Manhattan,Gramercy Park - Murray Hill,,2011,13.93,39.18,22.59,,,,53.707087256,,,,,,,
Manhattan,Gramercy Park - Murray Hill,,2012,13.23,37.29,24.05,,,,53.707087256,,,,,,,
Manhattan,Gramercy Park - Murray Hill,,2012-2014,,,,,,,57.63543628,12.08386218,8.893316548,45.239369,,,,
Manhattan,Gramercy Park - Murray Hill,,2013,13.2,36.08,21.93,,,,53.707087256,,,,,,,
Manhattan,Gramercy Park - Murray Hill,,2014,13.23,34.74,22.89,,,,53.707087256,,,,,,,
Manhattan,Gramercy Park - Murray Hill,,2015,11.72,31.23,25.06,,,,53.707087256,,,,,,,
Manhattan,Gramercy Park - Murray Hill,,2015-2017,,,,,,,44.5,12.0,6.9,35.7,,,,
Manhattan,Gramercy Park - Murray Hill,,2016,10.76,30.14,27.51,,,,53.707087256,,,,,,,
Manhattan,Gramercy Park - Murray Hill,,2017,10.33,30.31,22.12,,,,53.707087256,,,,,,,
Manhattan,Gramercy Park - Murray Hill,,2017-2019,,,,,,,35.0,7.0,5.0,30.0,,,,
Manhattan,Gramercy Park - Murray Hill,,2018,10.3,28.69,23.99,,,,53.707087256,,,,,,,
Manhattan,Gramercy Park - Murray Hill,,2019,10.09,26.22,23.96,,,9.686856,53.707087256,,,,,,,
Manhattan,Gramercy Park - Murray Hill,,2020,8.18,24.27,27.65,,,,53.707087256,,,,,,,
Manhattan,Gramercy Park - Murray Hill,,2021,8.154833608,23.5446921,26.94870178,,,,53.707087256,,,,,,,
Manhattan,Gramercy Park - Murray Hill,,2022,7.897742036,22.93485765,28.88368865,,,,53.707087256,,,,,,,
Manhattan,Gramercy Park - Murray Hill,,2023,7.7551795,23.59502328,29.47284974,,,,53.707087256,,,,,,,
Manhattan,Gramercy Park - Murray Hill,,2024,8.891917323,22.54087537,28.50132899,,,,53.707087256,,,,,,,
Brooklyn,Sunset Park (CD7),,2005,,,,,,3.709326,53.707087256,,,,,,,
Brooklyn,Sunset Park (CD7),,2009,11.13,25.49,24.49,,,,53.707087256,,,,,,,
Brooklyn,Sunset Park (CD7),,2010,10.29,23.96,32.58,,,4.931669,53.707087256,,,,,,,
Brooklyn,Sunset Park (CD7),,2011,10.92,24.01,31.37,,,,53.707087256,,,,,,,
Brooklyn,Sunset Park (CD7),,2012,9.66,21.24,32.21,,,,53.707087256,,,,,,,
Brooklyn,Sunset Park (CD7),,2013,9.18,20.74,29.59,,,,53.707087256,,,,,,,
Brooklyn,Sunset Park (CD7),,2014,9.7,20.33,30.55,,,,53.707087256,,,,,,,
Brooklyn,Sunset Park (CD7),,2015,9.56,19.81,31.2,,,,53.707087256,,,,,,,
Brooklyn,Sunset Park (CD7),,2016,8.52,19.44,33.19,,,,53.707087256,,,,,,,
Brooklyn,Sunset Park (CD7),,2017,8.17,18.96,29.19,,,,53.707087256,,,,,,,
